Date;Time (UTC);Latitude;Longitude;Region name;Depth;Magnitude Type;Magnitude;EqId;
2011-02-02;09:39:18;42.750;75.090;KYRGYZSTAN;1;mb;3.0;208114
2011-01-30;15:39:56;41.860;74.770;KYRGYZSTAN;1;mb;3.5;207888
2011-01-20;08:40:24;40.020;70.990;KYRGYZSTAN;1;mb;3.4;206915
2011-01-19;03:47:03;39.420;72.110;KYRGYZSTAN;10;mb;5.0;206795
2011-01-18;08:45:44;41.640;73.310;KYRGYZSTAN;1;mb;4.1;206711
2011-01-16;16:51:15;39.710;73.800;KYRGYZSTAN;1;mb;4.0;206545
2011-01-09;15:00:51;42.390;73.550;KYRGYZSTAN;1;mb;3.5;205906
2011-01-05;11:57:12;42.710;72.210;KYRGYZSTAN;1;mb;4.0;205545
2010-12-23;16:04:46;42.660;78.100;KYRGYZSTAN;2;mb;3.8;204240
2010-12-22;21:01:48;41.360;73.360;KYRGYZSTAN;1;mb;3.1;204126
2010-12-21;04:47:10;39.680;69.950;KYRGYZSTAN;15;mb;4.1;203794
2010-12-19;19:12:47;42.520;74.730;KYRGYZSTAN;1;mb;3.7;203650
2010-12-08;11:53:45;39.740;71.660;KYRGYZSTAN;33;mb;3.9;202378
2010-11-29;09:02:09;40.450;72.730;KYRGYZSTAN;10;mb;4.5;200785
2010-11-24;03:44:06;41.270;75.710;KYRGYZSTAN;20;mb;4.7;200296
2010-11-21;04:14:01;39.820;73.270;KYRGYZSTAN;30;mb;4.4;200020
2010-11-12;13:06:07;41.710;75.560;KYRGYZSTAN;1;mb;3.7;198630
2010-11-11;15:01:45;41.240;74.890;KYRGYZSTAN;1;mb;3.9;198351
2010-11-11;14:53:37;41.330;72.450;KYRGYZSTAN;2;ML;3.5;198345
2010-11-04;07:34:17;41.430;73.730;KYRGYZSTAN;2;ML;3.6;197030
2010-11-02;18:49:58;41.130;73.130;KYRGYZSTAN;2;ML;3.1;196616
2010-10-31;05:39:06;41.820;77.240;KYRGYZSTAN;5;mb;4.0;196250
2010-10-31;04:17:40;41.720;77.570;KYRGYZSTAN;1;mb;3.7;196229
2010-10-30;14:04:54;40.480;73.110;KYRGYZSTAN;1;mb;4.5;196111
2010-10-28;13:21:54;39.680;73.190;KYRGYZSTAN;2;mb;4.0;195799
2010-10-27;04:48:06;41.470;73.210;KYRGYZSTAN;48;mb;4.8;195572
2010-10-26;02:52:24;42.900;77.640;KYRGYZSTAN;2;mb;4.1;195308
2010-10-05;22:49:37;41.930;77.790;KYRGYZSTAN;30;mb;4.3;191974
2010-09-26;06:37:46;40.880;74.880;KYRGYZSTAN;1;mb;4.7;190396
2010-09-20;09:07:13;41.640;73.300;KYRGYZSTAN;1;mb;4.1;189604
2010-09-16;01:32:54;40.190;73.600;KYRGYZSTAN;10;mb;4.4;188991
